id,start_date,motion:name,motion:number,sources:link:url,motion:document,legislative_session_id,result,counts:option:yes,counts:option:no,counts:option:abstain,number_of_people,present
24991,2011-11-24,11. zasedání,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24991,11,pass,62,0,0,63,62
24992,2011-11-24,11. zasedání,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24992,11,fail,21,29,12,63,62
24993,2011-11-24,11. zasedání,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24993,11,pass,46,4,12,63,62
24994,2011-11-24,11. zasedání,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24994,11,pass,48,0,7,63,55
24995,2011-11-24,k návrhu personálních změn v Radě hl. m. Prahy,1,Z-696,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24995,11,pass,46,2,11,63,59
24996,2011-11-24,k návrhu personálních změn v Radě hl. m. Prahy,1,Z-696,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24996,11,pass,45,3,11,63,59
24997,2011-11-24,k návrhu personálních změn v Radě hl. m. Prahy,1,Z-696,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24997,11,pass,45,11,4,63,60
24998,2011-11-24,k návrhu personálních změn v Radě hl. m. Prahy,1,Z-696,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24998,11,pass,41,12,5,63,58
24999,2011-11-24,k návrhu personálních změn v Radě hl. m. Prahy,1,Z-696,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=24999,11,pass,42,12,4,63,58
25000,2011-11-24,k návrhu personálních změn v Radě hl. m. Prahy,1,Z-696,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25000,11,pass,42,11,4,63,57
25001,2011-11-24,k návrhu personálních změn v Radě hl. m. Prahy,1,Z-696,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25001,11,pass,43,11,3,63,57
25002,2011-11-24,k návrhu personálních změn v Radě hl. m. Prahy,1,Z-696,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25002,11,pass,45,10,1,63,56
25003,2011-11-24,k návrhu personálních změn v Radě hl. m. Prahy,1,Z-696,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25003,11,pass,44,9,2,63,55
25004,2011-11-24,k návrhu personálních změn v Radě hl. m. Prahy,1,Z-696,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25004,11,pass,44,10,1,63,55
25005,2011-11-24,k návrhu personálních změn v Radě hl. m. Prahy,1,Z-696,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25005,11,pass,44,8,2,63,54
25006,2011-11-24,k návrhu personálních změn v Radě hl. m. Prahy,1,Z-696,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25006,11,pass,44,6,1,63,51
25007,2011-11-24,k návrhu personálních změn v Radě hl. m. Prahy,1,Z-696,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25007,11,pass,44,2,0,63,46
25008,2011-11-24,"k petici ""Za omezení vjezdu kamiónů do Prahy a snížení dopravní zátěže Spořilova"" (za občanské sdružení SOS Spořilov - Ing. Semotán)",2,Z-681,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25008,11,pass,46,0,4,63,50
25009,2011-11-24,"k petici ""Za omezení vjezdu kamiónů do Prahy a snížení dopravní zátěže Spořilova"" (za občanské sdružení SOS Spořilov - Ing. Semotán)",2,Z-681,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25009,11,fail,16,4,33,63,53
25010,2011-11-24,"k petici ""Za omezení vjezdu kamiónů do Prahy a snížení dopravní zátěže Spořilova"" (za občanské sdružení SOS Spořilov - Ing. Semotán)",2,Z-681,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25010,11,pass,56,0,1,63,57
25011,2011-11-24,11. zasedání,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25011,11,pass,40,0,11,63,51
25012,2011-11-24,11. zasedání,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25012,11,pass,35,4,2,63,41
25013,2011-11-24,11. zasedání,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25013,11,pass,40,12,1,63,53
25014,2011-11-24,11. zasedání,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25014,11,pass,41,8,5,63,54
25015,2011-11-24,ke zprávě o aktuální situaci na úseku provozování loterií a jiných podobných her na území hl. m. Prahy,3,Z-647,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25015,11,pass,53,0,0,63,53
25016,2011-11-24,k návrhu personálních změn ve výborech ZHMP,4,Z-697,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25016,11,fail,5,29,18,63,52
25017,2011-11-24,k návrhu personálních změn ve výborech ZHMP,4,Z-697,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25017,11,pass,40,9,4,63,53
25018,2011-11-24,k návrhu personálních změn ve výborech ZHMP,4,Z-697,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25018,11,pass,42,2,10,63,54
25019,2011-11-24,k návrhu personálních změn ve výborech ZHMP,4,Z-697,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25019,11,pass,38,4,5,63,47
25020,2011-11-24,ke zrušení výborů Zastupitelstva hl. m. Prahy,5,Z-698,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25020,11,pass,39,10,2,63,51
25021,2011-11-24,k zastupování hl. m. Prahy na valných hromadách akciových společností v majetkovém portfoliu hl. m. Prahy,6,Z-699,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25021,11,pass,39,5,5,63,49
25022,2011-12-15,12. zasedání,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25022,12,pass,55,0,1,63,56
25023,2011-12-15,12. zasedání,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25023,12,fail,15,10,35,63,60
25024,2011-12-15,12. zasedání,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25024,12,fail,16,5,40,63,61
25025,2011-12-15,12. zasedání,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25025,12,fail,16,9,36,63,61
25026,2011-12-15,12. zasedání,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25026,12,pass,47,0,13,63,60
25027,2011-12-15,12. zasedání,,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25027,12,pass,61,0,0,63,61
25028,2011-12-15,"ke konečnému návrhu rozpočtu vlastního hlavního města Prahy na rok 2012, dotačních vztahů k městským částem hlavního města Prahy na rok 2012 a rozpočtového výhledu do roku 2017",1,Z-704,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25028,12,pass,59,0,0,63,59
25029,2011-12-15,"ke konečnému návrhu rozpočtu vlastního hlavního města Prahy na rok 2012, dotačních vztahů k městským částem hlavního města Prahy na rok 2012 a rozpočtového výhledu do roku 2017",1,Z-704,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25029,12,fail,13,19,27,63,59
25030,2011-12-15,"ke konečnému návrhu rozpočtu vlastního hlavního města Prahy na rok 2012, dotačních vztahů k městským částem hlavního města Prahy na rok 2012 a rozpočtového výhledu do roku 2017",1,Z-704,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25030,12,fail,16,19,22,63,57
25031,2011-12-15,"ke konečnému návrhu rozpočtu vlastního hlavního města Prahy na rok 2012, dotačních vztahů k městským částem hlavního města Prahy na rok 2012 a rozpočtového výhledu do roku 2017",1,Z-704,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25031,12,pass,44,14,0,63,58
25032,2011-12-15,"k návrhu na schválení úvěrového rámce od Evropské investiční banky ve výši 11 mld. Kč, určeného na spolufinancování investiční akce č. 4534 ""Prodloužení trasy A metra - provozní úsek V.A Dejvická (mimo) - Motol"", včetně první úvěrové smlouvy tohoto rámce ""Finance Contract Prague Metro III-A No. 20110403""",,,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25032,12,pass,58,0,0,63,58
25033,2011-12-15,"k návrhu obecně závazné vyhlášky, kterou se stanoví místa a čas, na kterých lze provozovat loterie a jiné podobné hry",3,Z-708,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25033,12,fail,17,4,34,63,55
25034,2011-12-15,"k návrhu obecně závazné vyhlášky, kterou se stanoví místa a čas, na kterých lze provozovat loterie a jiné podobné hry",3,Z-708,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25034,12,fail,17,0,38,63,55
25035,2011-12-15,"k návrhu obecně závazné vyhlášky, kterou se stanoví místa a čas, na kterých lze provozovat loterie a jiné podobné hry",3,Z-708,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25035,12,fail,16,0,40,63,56
25036,2011-12-15,"k návrhu obecně závazné vyhlášky, kterou se stanoví místa a čas, na kterých lze provozovat loterie a jiné podobné hry",3,Z-708,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25036,12,pass,58,0,0,63,58
25037,2011-12-15,"k návrhu obecně závazné vyhlášky, kterou se stanoví místa a čas, na kterých lze provozovat loterie a jiné podobné hry",3,Z-708,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25037,12,pass,58,0,0,63,58
25038,2011-12-15,k návrhu obecně závazné vyhlášky hlavního města Prahy o aktualizaci cenové mapy stavebních pozemků na území hl. m. Prahy pro rok 2012,4,Z-671,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25038,12,pass,54,0,0,63,54
25039,2011-12-15,k návrhu na poskytnutí účelové neinvestiční dotace pro městské části z grantů „Prevence kriminality 2011“ – IV. Kolo,5,Z-482,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25039,12,pass,53,0,0,63,53
25040,2011-12-15,k návrhu na převod finančních prostředků poskytnutých na základě usnesení ZHMP 7/50 z 2.6.2011 MČ Praha - Dolní Počernice do rozpočtu OMI MHMP,6,Z-520,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25040,12,pass,52,0,0,63,52
25041,2011-12-15,"k návrhu na změnu účelu a charakteru nevyčerpaných finančních prostředků z účelové investiční dotace, které byly poskytnuty v rámci uvolnění rezervy z rozpočtu hl. m. Prahy pro rok 2011 MČ Praha 5 na základě usnesení ZHMP č. 7/50 ze dne 2. 6. 2011",7,Z-695,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25041,12,pass,51,0,0,63,51
25042,2011-12-15,"k návrhu na změnu účelu a charakteru nevyčerpaných finančních prostředků z účelové investiční dotace, které byly ponechány MČ Praha 2 v rámci finančního vypořádání za rok 2010 k využití na stejný účel v roce 2011 na základě usnesení ZHMP č. 5/2 ze dne 31.3.2011",8,Z-619,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25042,12,pass,51,0,0,63,51
25043,2011-12-15,k návrhu na úpravu rozpočtu hl. m. Prahy v souvislosti s dodatečnými přiznáními k dani z příjmů právnických osob hl. m. Prahy a s poskytnutím neinvestiční dotace městským částem hl. m. Prahy,9,Z-625,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25043,12,pass,52,0,0,63,52
25044,2011-12-15,"k návrhu zastupitele hl.m.Prahy, určeného ke spolupráci při pořizování územně plánovací dokumentace",10,Z-714,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25044,12,pass,46,2,6,63,54
25045,2011-12-15,k návrhu na vydání změn 06 a 07 Územního plánu sídelního útvaru hl.m.Prahy,11,Z-401,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25045,12,fail,14,4,35,63,53
25046,2011-12-15,k návrhu na vydání změn 06 a 07 Územního plánu sídelního útvaru hl.m.Prahy,11,Z-401,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25046,12,pass,52,0,3,63,55
25047,2011-12-15,"k návrhu na úplatný převod plynárenského zařízení STL plynovod včetně STL plynovodních přípojek z vlastnictví hl. m. Prahy do vlastnictví Pražská plynárenská Distribuce, a.s., člen koncernu Pražská plynárenská, a.s.",12,Z-399,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25047,12,pass,50,0,0,63,50
25048,2011-12-15,k návrhu na úplatné nabytí části pozemku parc.č.464/1 k.ú. Vokovice o výměře 11 m2 zapsaného na LV č.293 do vlastnictví hl.m.Prahy,13,Z-803,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25048,12,pass,49,0,0,63,49
25049,2011-12-15,k návrhu na úplatné nabytí pozemku parc.č.37/1 o výměře 54 m2 v k.ú. Sobín zapsaného na LV č.69 do vlastnictví hl.m.Prahy,14,Z-296,http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18284&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=25049,12,pass,51,0,0,63,51
