"identifier","start_date","motion:name","motion:number","sources:link:url","motion:document","legislative_session_id","result","counts:option:yes","counts:option:no","counts:option:abstain","number_of_people","present"
"23233","2009-04-23","Návrh na změny zřizovacích listin příspěvkových organizací hl.m. Prahy v působnosti odboru SOC MHMP Domov pro seniory Dobřichovice a Domov pro seniory Hortenzie (usnesení k Z-435)","","","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23233","26","pass","57","0","2","68","59"
"23234","2009-04-23","Návrh na udělení grantů hlavního města Prahy v sociální oblasti pro rok 2009 -  I. a II. program (usnesení k Z-467)","26","467","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23234","26","pass","58","0","0","68","58"
"23235","2009-04-23","O řešení situace Azylového domu občanského združení ""Společnou cestou"" na Praze 11 (protinávrh k Z-472)","27","472","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23235","26","fail","23","13","21","68","57"
"23236","2009-04-23","O řešení situace Azylového domu občanského združení ""Společnou cestou"" na Praze 11 (usnesení k Z-472)","27","472","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23236","26","pass","40","1","17","68","58"
"23237","2009-04-23","Návrh na úplatné nabytí pozemku parc.č. 1380/2 v k.ú. Vršovice z vlastnictví České republiky do vlastnictví hl.m. Prahy (usnesení k Z-441)","28","441","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23237","26","pass","51","0","0","68","51"
"23238","2009-04-23","Návrh na úplatné nabytí pozemku parc.č. 1798/70 v k.ú. Slivenec z vlastnictví JUDr. Josefa Panýrka do vlastnictví hl.m. Prahy (usnesení k Z-407)","29","407","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23238","26","pass","48","0","0","68","48"
"23245","2009-04-23","Návrh na úplatné nabytí pozemků parc. č. 1123/99 v k.ú. Libuš z podílového spoluvlastnictví Milady Bíbové a Karla Vycpálky do vlastnictví hl.m. Prahy (usnesení k Z-427)","30","427","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23245","26","pass","51","0","0","68","51"
"23246","2009-04-23","Návrh na úplatné nabytí spoluvlastnického podílu pozemku parc.č. 674/14 v k.ú. Štěrboholy z vlastnictví Ivanky Petráskové do vlastnictví hl.m. Prahy (usnesení k Z-428)","31","428","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23246","26","pass","50","0","0","68","50"
"23247","2009-04-23","Návrh na úplatné nabytí spoluvlastnických podílů pozemku parc. č. 1817/2 v k.ú. Braník z vlastnictví Daniela Kujala a Mgr. Jaroslava Mottla do vlastnictví hl. m. Prahy (usnesení k Z-429)","32","429","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23247","26","pass","50","0","0","68","50"
"23248","2009-04-23","Návrh na bezúplatné nabytí veřejného osvětlení v ulici K Chatám, Praha 11 - Křeslice v počtu 9 ks stožárů veřejného osvětlení z vlastnictví společnosti 2HM, spol. s r.o. se sídlem Michelská 300/60, Praha 4, do vlastnictví hl.m. Prahy (usnesení k Z-458)","33","458","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23248","26","pass","49","0","0","68","49"
"23249","2009-04-23","Návrh na bezúplatné nabytí veřejného osvětlení v ulici Štěrboholské, Praha 10-Hostivař na pozemcích parc.č. 1425, 2581/13, 2581/91, 2581/53, 2581/54, 2581/62, 2581/63 v k.ú. Hostivař z vlastnictví  CTY PRŮMYSLOVÁ, s.r.o. se sídlem Průmyslová 1472/11, Praha 10, do vlastnictví hl.m. Prahy (usnesení k Z-459)","34","459","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23249","26","pass","47","0","0","68","47"
"23250","2009-04-23","Návrh na bezúplatné nabytí vlastnictví pozemku parc.č. 2586/13 v k.ú. Břevnov, spolu s komunikací a veřejným osvětlením vybudovanými na pozemcích parc.č. 2586/13 a 2585/28 v k.ú. Břevnov od Eriky Soukupové,  kterou zastupuje Ing. Jan Tůma, do vlastnictví hl.m. Prahy (usnesení k Z-460)","35","460","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23250","26","pass","46","0","0","68","46"
"23251","2009-04-23","Návrh na bezúplatné nabytí vlastnictví parkoviště na části pozemku parc.č. 2860/114 (dle GP č. 2846-80/2004 nově označené jako parc.č.2860/191) v k.ú. Stodůlky a veřejného osvětlení na části pozemku parc.č. 2860/114 (dle GP č. 2846-80/2004 nově označené jako parc.č. 2860/190), dále na pozemku parc.č (usnesení k Z-461)","36","461","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23251","26","pass","48","0","0","68","48"
"23252","2009-04-23","Návrh na úplatný převod pozemku parc. č. 2381/6 o výměře 455 m2 zastavěného bytovým domem č.p. 1498 v k.ú. Braník z vlastnictví hl. m. Prahy do vlastnictví Bytového družstva  Psohlavec 1498/57, družstvo, Psohlavců 1498/57, 147 00  Praha 4 - Braník (usnesení k Z-457)","37","457","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23252","26","pass","49","0","0","68","49"
"23253","2009-04-23","Návrh úplatného převodu pozemků z vlastnictví hl.m. Prahy do vlastnictví majitelů staveb postavených v rámci legislativy družstevní bytové výstavby platné do roku 1991 (usnesení k Z-295)","38","295","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23253","26","pass","46","0","0","68","46"
"23239","2009-04-23","Návrh na přijetí Partnerství hlavního města Prahy v oblasti kultury a volného času v roce 2009 (usnesení k Z-369)","39","369","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23239","26","pass","40","0","0","68","40"
"23240","2009-04-23","Návrh na změnu zřizovacích listin příspěvkových organizací Studio Ypsilon, Minor, Divadlo Spejbla a Hurvínka a Divadlo v Dlouhé (usnesení k Z-392)","40","392","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23240","26","pass","48","0","0","68","48"
"23254","2009-04-23","Návrh na uvolnění finančních prostředků z rozpočtu hl.m. Prahy na rok 2009 z kapitoly 06 - KULTURA formou účelové dotace MČ Praha - Petrovice (usnesení k Z-404)","41","404","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23254","26","pass","45","0","0","68","45"
"23241","2009-04-23","Návrh na změnu zřizovací listiny příspěvkové organizace hlavního města Prahy v působnosti odboru SOC MHMP Městské polikliniky Praha (usnesení k Z-432)","42","432","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23241","26","pass","44","0","0","68","44"
"23255","2009-04-23","Návrh na úplatné nabytí části pozemku parc. č. 1945/1 v k. ú. Kbely (dle geometrického plánu č. 972-41/2007 ze dne 16.5.2007 označeného jako pozemek parc. č. 1945/117) o výměře 9666 m2 do vlastnictví hl. m. Prahy v souvislosti s realizací stavby č. 40032 Komunikace Toužimská, et. 0001 Kbelská (usnesení k Z-303)","43","303","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23255","26","pass","43","0","0","68","43"
"23242","2009-04-23","Návrh personálních změn ve výborech ZHMP (usnesení)","","","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23242","26","pass","44","0","0","68","44"
"23243","2009-04-23","Návrh personálních změn ve výborech ZHMP (usnesení)","","","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23243","26","pass","38","1","7","68","46"
"20320","2009-05-28","27. zasedání (návrhový výbor)","","","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=20320","27","pass","55","0","0","68","55"
"20321","2009-05-28","27. zasedání (zařazení tisku)","","","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=20321","27","pass","61","0","0","68","61"
"20324","2009-05-28","27. zasedání (zařazení tisku)","","","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=20324","27","pass","61","0","0","68","61"
"20325","2009-05-28","27. zasedání (zařazení tisku)","","","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=20325","27","fail","27","12","23","68","62"
"20326","2009-05-28","27. zasedání (schválení programu)","","","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=20326","27","pass","40","21","3","68","64"
"20327","2009-05-28","Návrh obecně závazné vyhlášky, kterou se mění některé obecně závazné vyhlášky o místních poplatcích (usnesení k Z-796)","1","796","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=20327","27","pass","38","0","0","68","38"
"23256","2009-05-28","Návrh na bezúplatné nabytí pozemku p.č. 2501/4 o výměře 155 m2 v k.ú. Vršovice z vlastnictví České republiky s právem hospodaření s majetkem státu pro Pražská kanalizace a vodní toky státní podnik ""v likvidaci"" do vlastnictví hl.m. Prahy (usnesení k Z-439)","2","439","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23256","27","pass","39","0","0","68","39"
"23262","2009-05-28","Návrh na bezúplatné nabytí pozemků v k.ú. Dejvice, Hloubětín, Hostivař a Pitkovice z vlastnictví České republiky s právem hospodaření  s majetkem  státu   pro  Státní  statek  hl. m. Prahy 
""v likvidaci"" do vlastnictví hl.m. Prahy
		 (usnesení k Z-430)","3","430","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23262","27","pass","40","0","0","68","40"
"23263","2009-05-28","Návrh na revokaci usnesení Zastupitelstva hl.m. Prahy č. 9/18 ze dne 20.9.2007 k návrhu na bezúplatné a úplatné nabytí vlastnictví k pozemkům v k.ú. Ďáblice, Lipence a Slivenec z vlastnictví České republiky s právem hospodaření s majetkem státu pro Státní statek hl. m. Prahy ""v likvidaci"" do vlastni (usnesení k Z-431)","4","431","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23263","27","pass","39","0","0","68","39"
"23264","2009-05-28","Návrh na úplatný převod pozemků parc.č. 401 o výměře 30 m2 a parc.č. 402 o výměře 446 m2, oba k.ú. Hrdlořezy z vlastnictví hl.m. Prahy do vlastnictví pana Ondřeje Kolouška (usnesení k Z-341)","5","341","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23264","27","pass","39","0","1","68","40"
"23265","2009-05-28","Návrh na schválení úplatného převodu části pozemku parc. č. 4963/1 o výměře 496 m2 v k.ú. Smíchov z vlastnictví hl.m. Prahy do vlastnictví společnosti Picton Service s.r.o. (usnesení k Z-463)","6","463","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23265","27","pass","40","0","0","68","40"
"23266","2009-05-28","Návrh na úplatný převod pozemku parc.č. 2131/5 o výměře 11932 m2 v k.ú. Stodůlky z vlastnictví hl.m. Prahy do vlastnictví společnosti Billa Reality spol. s r.o. (usnesení k Z-469)","7","469","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23266","27","pass","40","0","0","68","40"
"23267","2009-05-28","Návrh na úplatný převod pozemku parc.č. 2014/7 v kat. území Chodov LV 1678, o výměře 6.430 m2 z vlastnictví hl.m. Prahy do vlastnictví  SPORTGAMES HOBBY, spol. s r.o. (usnesení k Z-496)","8","496","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23267","27","pass","40","0","1","68","41"
"23268","2009-05-28","Návrh na úplatný převod objektu č.p. 113, ulice Nádražní, Lázně Toušeň, včetně pozemků parc.č. st. 176 o výměře 1144 m2 a parc.č. 1220 o výměře 276 m2, k.ú. Lázně Toušeň (usnesení k Z-489)","9","489","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23268","27","pass","43","0","0","68","43"
"23269","2009-05-28","Návrh na schválení úplatného převodu pozemku parc.č. 433/6 o výměře 364 m2, k.ú. Motol z vlastnictví  hl. m. Prahy do vlastnictví Tělovýchovné jednoty JISKRA BÍLÁ HORA (usnesení k Z-533)","10","533","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23269","27","pass","43","0","0","68","43"
"23270","2009-05-28","Návrh na schválení úplatného převodu pozemků parc. č. 2016 o výměře 837 m2, parc. č. 2017 o výměře 835 m2 a parc. č. 4107 o výměře 292 m2, všechny v k.ú. Dejvice z vlastnictví hl.m. Prahy do SJM Ing. Libora Chroboka a Ivany Chrobokové (usnesení k Z-304)","11","304","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23270","27","pass","41","0","0","68","41"
"23271","2009-05-28","Návrh na schválení úplatného převodu částí pozemku parc. č. 982 o celkové výměře 510 m2 v k.ú. Vokovice Mgr. Martině Šritrové, Janu Němečkovi, Zdeňku Holovskému, Janu Holovskému a Marii Radové, za účelem vytvoření jednoho funkčního celku s nemovitostmi žadatelů (usnesení k Z-309)","12","309","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23271","27","pass","42","0","0","68","42"
"23272","2009-05-28","Návrh na schválení úplatného převodu pozemku parc. č. 1653/3 o výměře 116 m2 v k.ú. Dejvice do SJM  PhDr. Pavla Krále a Ivany  Králové (usnesení k Z-308)","13","308","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23272","27","pass","42","0","0","68","42"
"23273","2009-05-28","Návrh na úplatný převod části pozemku parc. č. 925 v k. ú. Michle o výměře 77 m2 z vlastnictví hl. m. Prahy do vlastnictví společnosti SCARPA INVEST, s. r. o. (usnesení k Z-313)","14","313","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23273","27","pass","42","0","0","68","42"
"23278","2009-05-28","Návrh na úplatný převod části pozemku parc. č. 3228/1 v k. ú. Michle o výměře 40 m2 z vlastnictví hl. m. Prahy do SJM Ing. Mileny Paříkové a Ing. Jiřího Paříka (usnesení k Z-315)","15","315","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23278","27","pass","43","0","0","68","43"
"23279","2009-05-28","Návrh na schválení úplatného převodu pozemku parc.č. 1714/2 o výměře 18 m2, k.ú. Košíře z vlastnictví hl.m. Prahy do vlastnictví Antonína Slavíka (usnesení k Z-484)","16","484","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23279","27","pass","43","0","0","68","43"
"23280","2009-05-28","Návrh na úplatný převod pozemků parc.č. 2730/39 o výměře 8 m2, parc.č. 2732/1 o výměře 8 m2 a parc.č. 2732/15 o výměře 10 m2 v k.ú. Stodůlky z vlastnictví hl.m. Prahy do vlastnictví České republiky - Bezpečnostní informační služby (usnesení k Z-368)","17","368","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23280","27","pass","42","0","0","68","42"
"23281","2009-05-28","Návrh na schválení úplatného nabytí spoluvlastnického podílu a bezúplatného nabytí pozemků na stavbě č. 0139 ""TI 777 Zahradní čtvrť, Nad Královnou"" do vlastnictví hl.m. Prahy (usnesení k Z-380)","18","380","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23281","27","pass","43","0","0","68","43"
"23282","2009-05-28","Návrh směny části pozemku parc.č. 712/1 o výměře 95 m2 v k.ú. Šeberov ve vlastnictví společnosti IZOMAT Praha, s.r.o., Hroznová 491/4, Praha 1, za část pozemku parc.č. 1442 o výměře 1263 m2 v k.ú. Šeberov ve vlastnictví hl.m. Prahy (usnesení k Z-501)","19","501","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23282","27","pass","41","0","0","68","41"
"23283","2009-05-28","Návrh směny části pozemku parc. č.2552/48  o výměře 207 m2  v k.ú. Břevnov   ve vlastnictví  společnosti Kaufland Česká republika v.o.s. se sídlem Praha 4, Pod Višňovkou 25, PSČ 140 00, za části pozemků parc. č. 2546/1, parc.č. 2547/2 a parc.č. 2548/1 o výměře 207 m2  v k.ú. Břevnov  ve vlastnictví  (usnesení k Z-509)","20","509","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23283","27","pass","40","0","0","68","40"
"23284","2009-05-28","Návrh směny pozemků parc.č. 2225/102, 2225/205, 2225/209, 2225/210, 2225/211, 2225/212, 2225/213 a 5864/2 v k.ú. Záběhlice v podílovém spoluvlastnictví Ing. Jiřího Tužila, Ing. Václava Čančíka a MUDr. Olgy Novákové za pozemek parc.č. 5756/2 a část pozemku parc.č. 5756/4 v k.ú. Záběhlice ve vlastnict (usnesení k Z-534)","21","534","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23284","27","pass","39","0","1","68","40"
"23285","2009-05-28","Návrh směny části pozemku parc. č. 2843 o výměře 830m2 v k.ú. Smíchov, ve vlastnictví společnosti CIG a.s., se sídlem Plzeňská 3185/5b, Praha 5 - Smíchov,  za část pozemku parc.č. 2844/3 o výměře 25m2 a část pozemku parc.č. 2844/4 o výměře 796m2 oba v k. ú. Smíchov, ve vlastnictví hl.m. Prahy
a k ná (usnesení k Z-530)","22","530","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23285","27","pass","40","0","0","68","40"
"23286","2009-05-28","Návrh na revokaci usnesení ZHMP č. 11/19 ze dne 29.11.2007 k návrhu na úplatný převod pozemku parc. č. 4197/3 o výměře 74 m2 a pozemku parc. č. 4197/4 o výměře 105 m2 v k.ú. Smíchov z vlastnictví hl.m. Prahy do vlastnictví společnosti BOOM TOWN, a.s. (usnesení k Z-633)","23","633","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23286","27","pass","42","0","0","68","42"
"23287","2009-05-28","Návrh na revokaci usnesení  ZHMP č. 37/33 ze dne 27.4.2006 - k návrhu na úplatné nabytí části  pozemku č. 1599/1( vedených ve zjednodušené evidenci jako PK 407,PK 408,PK 409,PK 241/24,PK 241/41,PK 241/49,PK 403,PK 241/65,PK 241/78 a PK 405) a pozemků parc.č. 1599/3, 1582/5 a 1600 v kat.území Dolní P (usnesení k Z-080)","24","080","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23287","27","pass","42","0","0","68","42"
"23274","2009-05-28","Návrh na vzdání se práva zpětné koupě pro hlavní město Prahu k pozemkům parc. č. 2940, parc. č. 2941 v k.ú. Strašnice (usnesení k Z-504)","25","504","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23274","27","pass","43","0","0","68","43"
"23288","2009-05-28","Návrh obecně závazné vyhlášky hl.m. Prahy, kterou se mění obecně závazná vyhláška č. 55/2000 Sb. hl.m. Prahy, kterou se vydává Statut hl.m. Prahy, ve znění pozdějších předpisů,  svěření správy věcí z vlastnictví hl.m. Prahy (usnesení k Z-524)","26","524","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23288","27","pass","42","0","0","68","42"
"23292","2009-05-28","Návrh obecně závazné vyhlášky hl.m. Prahy, kterou se mění obecně závazná vyhláška č. 55/2000 Sb. hl.m. Prahy, kterou se vydává Statut hl.m. Prahy, ve znění pozdějších předpisů, odejmutí správy svěřených věcí z vlastnictví hl.m. Prahy (usnesení k Z-525)","27","525","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23292","27","pass","43","0","0","68","43"
"23293","2009-05-28","Návrh na  úpravu rozpočtu hl.m. Prahy v souvislosti s postupem realizace projektů financovaných z Operačního programu Praha - Konkurenceschopnost (usnesení k Z-423)","28","423","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23293","27","pass","41","0","0","68","41"
"23294","2009-05-28","Návrh na  úpravu rozpočtu hl.m. Prahy v souvislosti s postupem realizace projektů financovaných z Operačního programu Praha - Konkurenceschopnost (usnesení k Z-497)","29","497","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23294","27","pass","38","0","0","68","38"
"23295","2009-05-28","Návrh na schválení individuálního komplexního projektu odboru sociální péče a zdravotnictví MHMP předloženého v rámci prioritní osy 2 Podpora vstupu na trh práce Operačního programu Praha - Adaptabilita (usnesení k Z-378)","30","378","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23295","27","pass","38","0","2","68","40"
"23296","2009-05-28","K individuálním komplexním projektům odboru sociální péče a zdravotnictví MHMP předloženým v rámci prioritní osy 2 Podpora vstupu na trh práce Operačního programu Praha - Adaptabilita (usnesení k Z-449)","31","449","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23296","27","pass","39","0","1","68","40"
"23275","2009-05-28","Návrh na změnu zřizovací listiny příspěvkové organizace hlavního města Prahy Dětský domov Charlotty Masarykové (usnesení k Z-492)","32","492","http://www.praha.eu/jnp/cz/o_meste/primator_a_volene_organy/zastupitelstvo/vysledky_hlasovani/index.html?size=&periodId=18282&resolutionNumber=&printNumber=&s=1&meeting=&start=&votingId=23275","27","pass","38","0","0","68","38"
